period,shortrate,gdp_rpc,conso_rpc,inves_rpc,defgdp,wage_rph,hours_pc,pinves_defl,pconso_defl,employ
2006Q3,0.032215,0.00510294362061779,0.00286237454016426,0.00620378138319181,0.00530336076645729,-0.000113829886080275,0.00584896333566304,0.00307567633239039,-0.000247480514556925,0.00354074289050663
2006Q4,0.035902,0.0108053949958946,0.00825377162665444,0.0219090492792995,0.00569705749187867,0.000962251655067571,0.00370020819960822,0.000826369138404391,-0.002946198759426,0.00369149369282458
2007Q1,0.038204,0.00516263707338962,-0.00205108141645841,0.0125757145574393,0.00790501352869003,-0.00145390965756043,0.00410181676052536,-0.0025254054840345,-0.000871924946753078,0.0040207542769429
2007Q2,0.040678,0.00650075348251945,0.0074174785964249,0.00394443381536458,0.00463200452612754,0.00184287267863779,0.00369580570064708,0.00212435783143604,0.00198724677144526,0.00443143321480181
2007Q3,0.044937,0.00388060213410214,0.00387956404274414,0.00345593281615466,0.00544949163366345,0.000693053447700914,0.00391407815305335,-0.000761443729893547,0.000836276001548089,0.00355946341239254
2007Q4,0.047184,0.00447336454798823,0.00306825038057721,0.0169531804431132,0.0085449902258049,0.00484828175438009,0.00198962626252404,-0.000355187788131285,0.00171785101103393,0.00272117546037029
2008Q1,0.044763,0.00461745178825014,-0.00129095040515492,-0.00400114366988399,0.00395395090228601,0.00821670701935235,0.00258204508559331,0.00077572922782884,0.00412217767525414,0.00389967325621446
2008Q2,0.048593,-0.00378235130331437,-0.00242184985835104,-0.0147554912299294,0.00573914530120662,0.00217832897237818,-0.00183802235674185,0.00177204807535521,0.0028168725283813,-0.000635849419913996
2008Q3,0.049817,-0.00557611255328063,-0.00323293610655949,-0.0151283034180082,0.00218301901645549,0.0103701197767104,-0.00457361601128768,0.00348118220183081,0.00343714789294601,-0.00173262299706226
2008Q4,0.042424,-0.0186610277080547,-0.00526274802796942,-0.0304793343621864,0.00356380286271796,0.00079980288263103,-0.0057552629270187,-0.00733636997062866,-0.00924446522993713,-0.00410764554138968
2009Q1,0.020068,-0.0316212791713785,-0.00548905818261328,-0.0609540589205408,0.00408474639936421,0.00490456784710196,-0.0175852433540423,-0.00368273230335579,-0.0130583215796448,-0.00806046851684026
2009Q2,0.01308,-0.000276659487346256,0.000563073084977199,-0.0238432464567722,-0.00137988710851589,0.00802461893555247,-0.00949223091542152,-0.00655958491488121,0.00118656683217805,-0.00688028496025198
2009Q3,0.008709,0.00406662134586705,-0.000515965603940459,-0.00771047851141996,0.000695217636150767,0.00711608077048268,-0.00501738015815883,0.00184379189616346,0.00061659137362748,-0.00372756558276259
2009Q4,0.00722,0.00428488455799714,0.00167990615480694,0.00089549793298298,0.00217321399118081,0.00538591685799482,-0.00279442931875185,-0.00205198840031023,0.00212638498250717,-0.00205403437653868
2010Q1,0.006613,0.00449617687139924,0.00295023271141289,-0.010805164704336,0.00105471996920022,0.00025104947269264,0.00129607366079023,0.00494773528406586,0.00401205712290495,-0.000469610802230007
2010Q2,0.006876,0.00986175378168858,0.00326789263072116,0.0224434330070882,0.00124414315666047,0.00302734373354906,0.00282988895126982,0.00114278005062527,0.00288512572257975,-0.00048553404932308
2010Q3,0.008749,0.00445589504653868,0.00235862448021624,-0.001269506795765,0.00471168136035658,0.000503474434178242,-0.000903914492191497,-0.00326025144733879,5.94011815951284e-05,0.000856248883559158
2010Q4,0.010208,0.00608358753720098,0.00449342692753258,-5.93922235994042e-05,0.00255163203589835,0.00332916890534626,0.000285123006022163,0.00367059253417902,0.00236561108226395,0.00194007106431228
2011Q1,0.010958,0.00930408978600856,-0.000597873455190538,0.0155151258180459,0.00140261546076035,-0.00102469581717929,0.00739369197524349,0.00356524256760358,0.00620416540326017,0.000709349140787745
2011Q2,0.014159,6.36692115681092e-05,-0.00374677947568636,-0.000574802726889092,0.00290837827286481,0.00671367586477461,-0.0033380419442763,-0.000912330179312566,0.00350583548588576,0.00157206630794852
2011Q3,0.015614,0.00182806002435511,0.00157416719129129,0.00030337615066564,0.00316675178052184,1.875057432192e-05,-0.000988513466071291,-0.00013092075641385,-0.000448481975999961,-0.00102852127321076
2011Q4,0.014954,-0.00402843155133091,-0.00379652428283118,-0.00555218034886658,0.00359987567298065,0.00278124816696984,-0.00283030054670743,-6.31440491899061e-05,0.00145519039042417,-0.00131879537772219
2012Q1,0.010429,-0.0019014866222023,-0.000988921141097561,-0.0121526730623947,0.00348886130653101,0.00276381744936966,-0.00319948069669637,-0.000414225588265974,0.00238142833470598,0.00021316949215126
2012Q2,0.006943,-0.0024136561419717,-0.00442637857425627,-0.00538209007719187,0.00228327381365991,0.00594854081606058,-0.00516460300490904,0.000284723340374251,0.00137064036931321,-0.00029644467516024
2012Q3,0.003616,-0.000749529443048788,-0.00244596467708307,-0.0128992279277931,0.00366388458777909,-0.000489089274639323,-0.00250061756159288,-0.00187117575402995,-0.00108814888725061,-0.00178936043614454
2012Q4,0.001958,-0.00431618448216904,-0.00259591573955474,-0.0119513792645346,0.00317426581757047,0.00263342880954284,-0.00576528007847246,-0.00151109207997663,0.00147980051944818,-0.0025036927278707
2013Q1,0.002112,-0.00318547713518393,-0.00425101882445306,-0.0176558849973227,0.00448131115148646,0.00442325883379648,-0.00542993672213261,-0.00523960871266152,-0.000914476985144375,-0.0019453026222625
2013Q2,0.002067,0.00524079851783555,0.00214380923588322,0.0101849693614573,0.00283167214266368,-0.00222228828304829,0.00259819061884775,-0.00400914460567264,-0.00237481644400898,-0.000479542122867789
2013Q3,0.002235,0.00320455579124739,0.00191663693405861,0.00536020358584725,0.00151401943142627,0.00222793157509925,0.00127300438940741,0.00210156649935488,0.00110885811284103,0.000997787068044369
2013Q4,0.002399,0.00287487570922463,0.00242123106648925,0.009544601138817,0.000635783046009648,0.000539870244214749,0.00222145448362148,0.00102184460006414,0.000369728379169675,0.001685179565539
2014Q1,0.002952,0.00414406560963464,4.84468790151985e-05,0.00284032743631489,0.00518673361955127,-0.000411991057928743,0.00191441985005056,-0.00373493313226378,-0.00298951335458736,0.00201460324629179
2014Q2,0.002981,0.00203728145297714,0.00252698124863452,-0.00671849627276513,0.000986273641593074,0.00485862914412221,-0.00040024522070991,-0.00126679076223147,-0.000995734066271385,0.00280580133443896
2014Q3,0.001648,0.00490536230463694,0.00514962833453399,0.00637491979399862,0.00158748407602197,0.00224552779899525,0.00261734273547124,0.00284321755570889,-0.00101056189249515,0.00261723988200586
2014Q4,0.000815,0.00355638377256886,0.00488114835861679,0.00317566777182976,0.00298642971763498,-0.00168379918044587,0.00434695825224159,-0.000571817744133231,-0.00308098431825925,0.00160475162572899
2015Q1,0.000457,0.0063213495123197,0.00391467639408046,-3.66601400939843e-05,0.00581363848881003,0.00267218990967123,-0.00296052250690766,-0.00574638220872953,-0.00635277049935313,0.00102506499440939
2015Q2,-6.7e-05,0.00463125500291413,0.00582920339257788,0.0751683617806246,0.00367777819400925,0.000387687788316697,0.00464769275530401,-0.00161424959695041,0.000711940880451358,0.00309387037641138
2015Q3,-0.000277,0.0041584179357951,0.00462180594960754,-0.0485016698775366,0.0038241324577855,0.00021479884442454,0.00239064678105337,-0.00113355216873088,-0.00396543593549924,0.00376295940124446
2015Q4,-0.000892,0.00464135618884617,0.0027982389229752,0.0279978894157836,0.00149365225678337,0.00338628973225357,0.00322469836483685,0.00512055709149313,-0.000552006001341689,0.00322085412586117
2016Q1,-0.001867,0.00554113226107538,0.00733699621140068,0.0067485323864224,0.0022971811044241,-0.0029965129486522,0.00766339500655006,-0.00530341463898983,-0.00344610858469784,0.00331800505392007
2016Q2,-0.002582,0.00236553004696463,0.00267072223282621,0.0117421393704848,0.00205828767058087,0.00159156994681134,0.00229465580634101,-0.00178202220629353,0.000313455824807293,0.00433618955681634
